align_results_201904222126.csvid,nama
1151,BATU SUMBANG
1152,PANTE KERA
1153,RANTAU PANJANG
1154,MELIDI
1155,TAMPUR PALOH
1156,TAMPUR BOOR
1157,HTI RANTO NARO
1159,MEUDANG ARA
1160,GUNONG PUTOH
1161,MEUNASAH AROEN
1162,KEUDE DUA
1163,SEUNEUBOK LAPANG
1164,ALUE JANGAT
1165,BUKET PELAWI
1166,LHOK PANJAU
1167,SEUNEUBOK ACEH BARO
1168,PULO BLANG
1169,LHOK DALAM
1170,LHOK LEUMAK
1171,SEUNEUBOK KULAM
1172,PANTON MERBO
1173,SEUNEUBOK TEUNGOH
1174,LHOK MEUREU
1176,TUNONG BUGENG
1177,CEUMPEDAK
1178,BUKET TUFAH
1179,TUNONG ULE GAJAH
1180,KEUDONDONG
1181,SEUNEUBOK PANTON
1182,BUKET TEUMPEN
1183,KEUDE BLANG
1184,PAYA KRUEB
1185,TUNONG PAYA KRUEB
1186,ALUE SIWAH
1188,KEUTAPANG DUA
1189,MATANG RAYEUK PP
1190,MEUNASAH JEUMPA
1191,LHOK ASAHAN
1192,TUALANG DALAM
1193,SEUNEUBOK KUYUN
1194,ULEE GLEE
1195,SEUNEUBOK BARAT
1196,SEUNEUBOK TEUNGOH
1197,SEUNEUBOK TIMUR
1198,MATANG BUNGONG
1199,MATANG RAYEUK (SMK)
1200,SEUNEUBOK DALAM
1202,ARUL PINANG
1203,PEUNARON BARU
1204,PEUNARON LAMA
1205,BUKIT TIGA
1206,SRI MULYA
1209,DELUNG SEKINEL
1210,GELAMPANG GADING
1211,GEWAT
1212,JAMAT
1213,KEMERLENG
1214,KUTE BARU
1215,KUTE KERAMIL
1216,KUTE RAYANG
1217,KUTE RIYEM
1218,KUTE ROBEL
1219,LINGE
1220,LUMUT
1221,MUNGKUR
1222,OWAQ
1223,PANTAN NANGKA
1224,PENARUN
1225,SIMPANG TIGE UNING
1226,UMANG
1227,DESPOT LINGE
1228,GEMBOYAH
1229,ARUL ITEM
1230,KUTE REJE
1231,REJE PAYUNG
1232,ISE-ISE
1234,ARUL GELE
1235,ARUL KUMER
1236,BURNI BIUS
1237,GENTING GERBANG
1238,GUNUNG SINGIT
1239,PEPAYUNGEN ANGKUP
1240,REMESEN
1241,RUTIH
1242,SEMELIT MUTIARA
1243,WIH PORAK
1244,WIHNI BAKONG
1245,WIHNI DURIN
1246,ARUL PUTIH
1247,ARUL RELEM
1248,BURNI BIUS BARU
1249,JERATA
1250,PAYA BEKE
1251,PAYA PELU
1252,REBE GEDUNG
1253,REREMAL
1254,SANEHEN
1255,SIMPANG KEMILI
1256,TENEBUK KAMPUNG BARU
1257,TERANG ENGON
1258,WIH PESAM
1259,BIUS UTAMA
1260,MEKER INDAH
1261,MULIE JADI
1262,WIH SAGI INDAH
1264,ARUL KUMER BARAT
1265,ARUL KUMER TIMUR
1266,ARUL KUMER SELATAN
1268,BLANG KOLAK I
1269,BEBESEN
1270,MONGAL
1271,DALING
1272,TENSAREN
1273,LELABU
1274,BLANG GELE
1275,KEMILI
1276,TAN SARIL
1277,BLANG KOLAK II
1278,UMANG
1279,SIMPANG EMPAT
1280,BAHGIE
1281,KERAMAT MUFAKAT
1282,ATU GAJAH REJE GURU
1283,ATU TULU
1284,BURBIAH
1285,EMPUS TALU
1286,GELE LAH
1287,KEBET
1288,LEMAH BURBANA
1289,MAH BENGI
1290,NUNANG ANTARA
1291,PENDERE SARIL
1292,SADONG JURU MUDI
1293,ULU NUWIH
1294,CALO BLANG GELE
1297,BIES BARU
1298,BIES MULIE
1299,ARUL LATONG
1301,ATANG JUNGKET
1302,TEBES LUES
1303,PUCUK DEKU
1304,LENGA
1305,UNING PEGANTUNGEN
1306,SIMPANG UNING NIKEN
1308,PANTAN TENGAH
1309,RUSIP
1310,PILAR
1311,ARUL PERTIK
1312,PILAR JAYA
1313,TIRMI ARA
1314,ATU SINGKIH
1315,PANTAN BENER
1316,KERAWANG
1317,MEKAR MAJU
1318,PAYA TAMPU
1319,TANJUNG
1321,KUALA RAWA
1323,MERAH MEGE
1324,MERAH PUPUK
1325,MERAH MUYANG
1326,GAYO MURNI
1327,KEPALA AKAL
1328,TANOH ABU
1329,BINTANG KEKELIP
1330,ATU LINTANG
1331,MERAH JERNANG
1333,ARUL BADAK
1334,BERAWANG BARO
1335,GELELUNGI
1336,IE RELOP
1337,KAYU KUL
1338,KEDELAH
1339,KUNG
1340,KUTE LINTANG
1341,LELUMU
1342,PAYA JEGET
1343,PEDEKOK
1344,PEGASING
1345,PEPALANG
1346,SIMPANG KELAPING
1347,TEBUK
1348,TERANG ULEN
1349,UJUNG GELE
1350,UNING
1351,URING
1352,WIH ILANG
1353,WIH NAREH
1354,WIH LAH
1355,BLANG BEBANGKA
1356,JEJEM
1357,JURUSEN
1358,KALA PEGASING
1359,LINUNG AYU
1360,PANANGAN MATA
1361,PANTAN MUSARA
1363,ATU PAYUNG
1364,BALE NOSAR
1365,BAMIL NOSAR
1366,BEWANG
1367,DEDAMAR
1368,GENUREN
1369,KALA BINTANG
1370,KALA SEGI
1371,KEJURUN SYIAH UTAMA
1372,KELITU SINTEP
1373,KUALA I
1374,KUALA II
1375,LINUNG BULEN I
1376,LINUNG BULEN II
1377,MENGAYA
1378,MUDE NOSAR
1379,SERULE
1380,WAKIL JALIL
1381,WIHLAH SETIE
1382,SINTEP
1383,GEGARANG
1384,JAMUR KONYEL
1385,MERODOT
1387,MERAH SAID
1388,BERAWANG DEWAL
1390,TELEGE SARI
1391,JEGET AYU
1393,JAGONG JEGET
1395,BAH
1396,BLANG MANCUNG
1397,BINTANG PEPARA
1398,BURLAH
1399,BUTER
1400,CANG DURI
1401,GELUMPANG PAYUNG
1402,JALUK
1403,KALA KETOL
1404,KARANG AMPAR
1405,KEKUYANG
1406,KUTE GELIME
1407,PANTAN PENYO
1408,PANTAN REDUK
1409,PONDOK BALIK
1410,REJEWALI
1411,SEREMPAH
1412,BERGANG
1413,BLANG MANCUNG BAWAH
1414,BUGE ARA
1415,GENTING BULEN
1416,JALAN TENGAH
1417,JERATA
1418,SELON
1419,SIMPANG JULI
1421,BUKIT SAMA
1422,GUNUNG BUKIT
1423,JONGOK MELUEM
1424,KELUPAK MATA
1425,LOT KALA
1426,MENDALE
1427,PAYA REJE TAMI DALEM
1428,PAYA TUMPI
1429,PINANGAN
1430,GUNUNG BALOHEN
1431,KUTE LOT
1432,BUKIT
1433,BUKIT EWIH TAMI DELEM
1434,GUNUNG BAHGIE
1435,KALA LENGKIO
1437,PAYA TUMPI BARU
1438,PAYA TUMPI I
1439,TIMANGAN GADING
1441,ATU GOGOP
1442,BALIK
1443,BUTER BALIK
1444,DEDINGIN
1445,KUTE PANANG
1446,LUKUB SABUN
1447,PANTAN SILE
1448,RATA WALI
1449,SEGENE BALIK
1450,TAPAK MOGE
1451,TAWAR MIKO
1452,TAWARDI
1453,TIMANG RASA
1454,WIH NONGKAL
1455,BUKIT RATA
1456,LUKUB SABUN BARAT
1457,LUKUB SABUN TENGAH
1458,LUKUB SABUN TIMUR
1460,ARUL GADING
1461,BLANG KEKUMUR
1462,BERAWANG GADING
1463,CELALA
1464,CIBRO
1465,KUYUN
1466,KUYUN TOA
1467,KUYUN UKEN
1468,MAKMUR
1469,MELALA
1470,PAYA KOLAK
1471,RAMUNG ARA
1472,SEPAKAT
1473,TANOH DEPET
1474,UNING BERAWANG RAMUNG
1475,BLANG DELEM
1477,TAKENGON TIMUR
1478,ASIR ASIR
1479,ASIR ASIR ASIA
1480,BALE ATU
1481,BUJANG
1482,GUNUNG SUKU
1483,HAKIM BALE BUJANG
1484,KENAWAT
1485,KUTENI REJE
1486,PEDEMUN ONE ONE
1487,RAWE
1488,TAKENGON BARAT
1489,TOWEREN ANTARA
1490,TOWERAN TOA
1491,TOWEREN UKEN
1494,SUAK INDRAPURI
1495,KAMPUNG BELAKANG
1496,UJUNG KALAK
1497,KUTA PADANG
1498,UJONG BAROH
1499,RUNDENG
1500,DRIEN RAMPAK
1501,LAPANG
1502,KAMPUNG PASIR
1503,PASAR ACEH
1504,PADANG SEURAHET
1505,PANGGONG
1506,SEUNEUBOK
1507,KAMPUNG DARAT
1508,GAMPA
1509,BLANG BERANDANG
1510,SUAK RIBEE
1511,SUAK RAYA
1512,SUAK NIE
1513,LEUHAN
1514,SUAK SIGADENG
1516,KEUDE ARON
1517,MESJID
1518,PADANG MANCANG
1519,MEUNASAH BULOH
1520,ALUE TAMPAK
1521,BEUREUGANG
1522,MAREK
1523,PASI JAMBU
1524,MEUNASAH ARA
1525,MEUNASAH RAYEUK
1526,SIMPANG
1527,PEUNIA
1528,TUMPOK LADANG
1529,PASI TEUNGOH
1530,PUTIM
1531,MEUNASAH RAMBOT
1532,PASI JEUMPA
1533,PALIMBUNGAN
1534,MUKO
1535,MEUNASAH GANTUNG
1536,BLANG GEUNANG
1537,PUUK
1538,TANJONG BUNGA
1539,ALUE ON
1540,TANJONG MEULABOH
1541,KEUDE TANJONG
1542,PUNGKIE
1543,PUCOK PUNGKIE
1544,TEULADAN
1545,PASI ARA
1546,MENUANG TANJONG
1547,ALUE LHEE
1548,BLANG DALAM
1549,TEUPIN PANAH
1550,DRIEN CALEE
1551,ALUE PEUDEUNG
1552,PASI MEUGAT
1553,BABAH MEULABOH
1554,PASI KUMBANG
1555,PADANG SIKABU
1556,SAWANG TEUBEE
1557,ALUE LHOK
1558,KEURAMAT
1560,TUNGKOP
1561,SAKUY
1562,KAJEUNG
1563,GEUDONG
1564,SARAH PERLAK
1565,TUTUT
1566,DRIEN SIBAK
1567,TUWI SAYA
1568,LANCONG
1569,SIPOT
1570,PUNGKIE
1571,GUNONG BULOH
1572,RAMITIE
1573,LEUBOK BEUTONG
1574,GLEUNG
1575,TANOH MIRAH
1576,GASEU
1578,KUALA BHEE
1579,PASI LUNAK
1580,PASI ACEH
1581,ARON TUNONG
1582,ARON BAROH
1583,PASI PANDAN
1584,RANTO PANYANG
1585,GEMPA RAYA
1586,PADANG JAWA
1587,IE ITAM TUNONG
1588,IE ITAM BAROH
1589,TINGKEUM PANYANG
1590,LHUNG TGK YAH
1591,LUENG TANOH THO
1592,GUNUNG RAMBONG
1593,DRIN MANGKO
1594,GUNUNG HAMPA
1595,LUENG JAWA
1596,BLANG MEE
1597,ALUE BLANG
1598,PAYA DUA
1599,PAYA LUAH
1600,PASI ARA KB
1601,ALUE SIKAYA
1602,DARUL HUDA
1603,KEULEUMBAH
1604,JAWA
1605,PULO IE
1606,ALUE PANYANG
1607,COT KEUMUDEE
1608,SEUMANTOK
1609,COT SITUAH
1610,JAWI
1611,PANTON
1612,PASI BIRAH
1613,ALUE SUNDAK
1614,TEUMAROM
1615,COT MURONG
1616,GLEE SIBLAH
1617,SUAK TRING
1618,COT LAGAN BB
1619,BAKAT
1620,LUENG BULOH
1622,ALUE RAYA
1623,COT DARAT
1624,COT PLUH
1625,COT SEUMEURENG
1626,COT MESJID
1627,COT LAMPISE
1628,COT SEULAMAT
1629,COT AMUN
1630,DEUAH
1631,GAMPONG TEUNGOH
1632,GAMPONG LADANG
1633,GAMPONG COT
1634,KEUREUSENG
1635,KRUENG TINGGAI
1636,KUALA BUBON
1637,LEUBOK
1638,LHOK BUBON
1639,LEUKEUN
1640,MESJID BARO
1641,PAYA LUMPAT
1642,PINEM
1643,PANGE
1644,PUCOK LUENG
1645,RANGKILEH
1646,REUSAK
1647,SUAK PANDAN
1648,SUAK SEUKEE
1649,SUAK PANTE BREUH
1650,SUAK GEUDEUBANG
1651,SUAK SEUMASEH
1652,SUAK TIMAH
1653,UJONG NGA
1655,ALUE LHOK
1656,ALUE BAKONG
1657,BEURAWANG
1658,BLANG SIBEUTONG
1659,COT KEUMUNENG
1660,COT LADA
1661,GUNONG PANAH
1662,KUTA PADANG
1663,KUALA PLING
1664,LAYUNG
1665,LICEH
1666,PEULANTEU SP
1667,RAMBONG
1668,SEUMULENG
1669,SUAK PANGKAT
1670,SEUNEUBOK TRAP
1671,ULEE BLANG
1673,ARONGAN
1674,ALUE BAGOK
1675,ALUE SUNDAK
1676,ALUE BATEE
1677,COT BULOH
1678,COT KUMBANG
1679,COT JURUMUDI
1680,DRIEN RAMPAK
1681,KUBU
1682,KEUB
1683,PANTE MEUTIA
1684,PEURIBU
1685,PANTON MAKMUR
1686,PANTON BAHAGIA
1687,PEULANTEU LB
1688,RIMBA LANGGEH
1689,SUAK KEUMUDEE
1690,SEUNEUBOK LUENG
1691,SUAK IE BEUSOU
1692,SUAK BIDOK
1693,SIMPANG PEUT
1694,SEUNEUBOK TEUNGOH
1695,TEUPIN PEURAHO
1696,UJONG BEUSA
1697,UJONG SIMPANG
1698,GUNONG PULO
1699,KARANG HAMPA
1701,SEUMARA
1702,BABAH LUENG
1703,BABAH ISEUNG
1704,SEUMANTOK
1705,ALUE KEUMANG
1706,MENUANG KINCO
1707,LANGO
1708,SIKUNDO
1709,LAWET
1710,CANGGAI
1711,MANJENG
1712,KEUTAMBANG
1713,PANTE CEUREMEN
1714,PULO TEUNGOH MANYENG
1715,JAMBAK
1716,TEGAL SARI
1717,GUNONG TAROK
1718,SUAK AWE
1719,KRUENG BEUKAH
1720,LHOK SARI
1721,BABAH KRUENG TEP LEP
1722,BERDIKARI
1723,LHOK GUCI
1724,KEUDE SUWAK AWE
1725,SAWANG RAMBOT
1727,RANTO PANYANG BARAT
1728,RANTO PANYANG TIMUR
1729,MESJID TUHA
1730,UJONG TANOH DARAT
1731,PASI ACEH TUNONG
1732,PASI ACEH BAROH
1733,BULOH
1734,PULO TEUNGOH
1735,PAYA BARO RP.
1736,RANUB DONG
1737,PASI PINANG
1738,PASI MESJID
1739,MEUREUBO
1740,LANGUNG
1741,GUNONG KLENG
1742,UJONG DRIEN
1743,PEUNAGA RAYEUK
1744,PEUNAGA PASI
1745,PEUNAGA CUT UJONG
1746,REUDEUP
1747,BALEE
1748,PAYA PEUNAGA
1749,UJONG TANJONG
1750,PUCOK REUDEUP
1751,SUMBER BATU
1752,BUKIT JAYA
1754,BLANG LUAH
1755,COT RAMBONG
1756,LHOK MALEE
1757,PASI MALEE
1758,NAPAI
1759,BLANG COT MAMEH
1760,BLANG COT RUBEK
1761,ALUE LEUHOB
1762,LEUBOK PASI ARA
1763,ULEE PASI ARA
1764,COT LAGAN LM
1765,LUENG BARO
1766,KULAM KAJU
1767,ALUE PERMEN
1768,PEULEUKUNG
1769,PASI JEUT
1770,MON PASONG
1771,PASI MALI
1772,KARAK
1773,IE SAYANG
1774,ULEE PULO
1775,PASI PANYANG
1776,ALUE KEUMUNING
1777,SIMPANG TEUMARON
1779,SEURADEUK
1780,LEUBOK PANYANG
1781,PAYA BARO
1782,KUBU CAPANG
1783,PASI ARA WT
1784,GAMPONG BARO WT
1785,RAMBONG
1786,COT PUNTI
1787,ALUE EUMPEUK
1788,ALUE BILIE
1789,PASI JANENG
1790,TANGKEH
1791,ALUE KUYUN
1792,BUKET MEUGAJAH
1793,BLANG DALAM
1794,TEUMIKET RANOM
1795,BLANG MAKMU
1796,GAMPONG BARO KB
1797,ALUE MEUGANDA
1798,RAMBONG PINTO
1799,TUWI EUMPEUK
1800,BLANG LUAH KB
1801,SEUNEUBOK DALAM
1802,PAYA MEUGEUNDRANG
1803,GUNONG PANYANG
1805,ANTONG
1806,BABAH KRUENG MANGGIE
1807,BARO PAYA
1808,BLANG BALEE
1809,BLANG TEUNGOH
1810,COT MANGGIE
1811,KP. BARO
1812,GUNONG MATA IE
1813,KUALA MANYEUE
1814,LEK-LEK
1815,MANGGIE
1816,MENTULANG
1817,MUGO CUT
1818,MUGO RAYEUK
1819,PAYA BARO MEUKO
1820,SIBINTANG
1821,TAMPING
1822,TUWI BUYA
1823,UJONG RAJA
1826,MEUNASAH KRUENG KALA
1827,JANTANG
1828,BAROH KRUENG KALA
1829,TUNONG KRUENG KALA
1830,SENGKO MEULAT
1831,BIREK
1832,KAREUNG
1833,PAROY
1834,TEUNGOH BLANG MEE
1835,LAM KUTA BLANG MEE
1836,BAROH BLANG MEE
1837,UMONG SEUREBEE
1838,TEUNGOH GEUNTEUT
1839,BAROH GENTEUT
1840,LAM JUHANG
1841,UTAMONG
1842,GAPUY
1843,LAM SUJEN
1844,MON MATA
1845,LAM GRIHEU
1846,KEUTAPANG
1847,SANEY
1848,CUNDIN
1849,GLEE BRUEK
1850,PASIE
1851,PUDENG
1852,COT
1853,MEUNASAH LHOK
1855,MON IKEUN
1856,NUSA
1857,WEU RAYA
1858,LAM KRUET
1859,LAM GABOH
1860,LAMBARO KUEH
1861,LAM ATEUK
1862,KUEH
1863,TANJONG
1864,ANEUK PAYA
1865,SEUBUN KEUTAPANG
1866,SEUBUN AYON
1867,LAMBARO SEUBUN
1868,NAGA UMBANG
1869,LAM PAYA
1870,MEUNASAH MESJID LAMLHOM
1871,MEUNASAH MON CUT
1872,MEUNASAH MANYANG
1873,MEUNASAH LAM GIREK
1874,MEUNASAH LAM BARO
1875,MEUNASAH BALEE
1876,MEUNASAH BEUTONG
1877,MEUNASAH MESJID LAM PUUK
1878,MEUNASAH KARIENG
1879,MEUNASAH BARO LAMLHOM
1881,MEUNASAH BLANG
1882,MEUNASAH CUT
1884,REUKIH DAYAH
1885,INDRAPURI
1886,LAM LEUBOK
1887,EMPEE ARA
1888,LIMO BLANG
1889,LIMO MESJID
1890,LIMO LAM LEUWEUNG
1891,MEUSALEE LHOK
1892,CUREH
1893,COT KAREUNG
1894,LAM LUENG
1895,MUREU ULEE TITI
1896,MUREU BUNG UE
1897,MEURUE BAROE
1898,MUREU LAM GLUMPANG
1899,PASAR INDRAPURI
1900,MANGGRA
1901,REUKIH KEUPULA
1902,LAM ILIE MESJID
1903,LAM ILIE TEUNGOH
1904,LAM ILIE GANTO
1905,MEUNARA
1906,ANEUK GLEE
1907,KRUENG LAM KAREUNG
1908,SINYEU
1909,SEUREUMO
1910,ULEE KAREUNG
1911,LAM BEUTONG
1912,LAMPUPOK BARO
1913,LAMPUPOK RAYA
1914,SEULANGAI
1915,RITING
1916,SIHOM LHOK
1917,SIHOM COT
1918,SEUOT BAROH
1919,SEUOT TUNONG
1920,LAMPANAH RANJO
1921,LAMPANAH TEUNGOH
1922,LAMPANAH DAYAH
1923,LAMPANAH BARO
1924,LAMPANAH TUNONG
1925,GROET  BLANG
1926,GROET  MAYANG
1927,GROET  BARO
1928,JRUEK BAK KREH
1929,JRUEK BALEE
1930,MON ALUE
1931,LAMBUNOT
1932,ULEE UE
1933,LAM SIOT
1934,LINGOM
1935,LHEU UE
1937,PASAR SEULIMEUM
1938,KEUNALOI
1939,LHIEB
1940,ALUE GINTONG
1941,GAMPONG SEULIMEUM
1942,DATA GASEU
1943,RABO
1944,KAMPONG RAYA
1945,LAMJRUEN
1946,BUGA
1947,JAWIE
1948,ALUE RINDANG
1949,IBOH TUNONG
1950,IBOH TANJONG
1951,SEUNEUBOK
1952,MEUNASAH BARO
1953,MEUNASAH TUNONG
1954,BATEE LHEE
1955,MANGEU
1956,BAYU
1957,AYON
1958,LAMTEUBA DRO
1959,PULO
1960,LAMPANTE
1961,LAMBADA
1962,BLANG TINGKEUM
1963,ATEUK
1964,LAM APENG
1965,MEURAH
1966,LAMPANAH
1967,UJONG MESJID TA
1968,UJONG KEUPULA
1969,LEUNGAH
1970,BEUREUNUT
1971,MEUNASAH JEUMPA
1972,PINTO KHOP
1973,BAK SETUI
1974,BAK AGHU
1975,KAYEE ADANG
1976,LAMKUK
1977,UJONG MESJID LP
1978,LAM CARAK
1979,CAPEUNG DAYAH
1980,CAPENG BAROH
1981,LAM PISANG DAYAH
1982,LAM PISANG TUNONG
1983,LAM PISANG TEUNGOH
1985,MATA IE
1986,GAMPONG BAROH
1987,LAMPASEH LHOK
1988,LAMPASEH KRUENG
1989,LAM NGA
1990,DAYAH DABOH
1991,WUE LHOK
1992,KP ALUE
1993,WEU KRUENG
1994,SEUBAM COT
1995,BAK DILIB
1996,ULEE LHAT
1997,LAM RAYA
1998,LAMME GAROT
1999,WEU BADA
2000,MEUNASAH TUTONG
2001,EMPEE TANONG
2002,BAK CIRIH
2003,WARABO
2004,TEUBANG PHUI MESJID
2005,TEUBANG PHUI BARO
2006,BIRA COT
2007,BIRA LHOK
2008,BUNG TUJUH
2009,PEURUMPING
2010,ATONG
2011,REUDEUP
2012,SEUBAM LHOK
2013,SEUMET
2014,COT SEUNONG
2015,MON ARA
2016,COT LHOK
2017,COT LAMPOH SOH
2018,BUNG RAYA
2019,PIYEUNG LHANG
2020,PIYEUNG MANEE
2021,BUNG DAROH
2022,KUWEU
2023,PEYEUNG DATU
2025,REUHAT TUHA
2026,WEUSITEH
2027,DILIB LAMTEUNGOH
2028,BAET LAMPUOT
2029,DILIB BUKTI
2030,SEUMEUREUNG
2031,SIBREH KEUMUDEE
2032,BAET MEUSAGO
2033,BAET MESJID
2034,LAMBARO SIBREH
2035,LAMGEU BARO
2036,LAMGEU TUHA
2037,LAMPANAH INEU
2038,TAMPOK JEURAT RAYA
2039,TAMPOK BLANG
2040,LAMTEH DAYAH
2041,LAM LHEU
2042,LAMBARIH JURONG RAYA
2043,BUKLOH
2044,NIRON
2045,ANEUK GALONG BARO
2046,ANEUK GALONG TITI
2047,BLANG CUT
2048,KLIENG MANYANG
2049,ANEUK BATEE
2050,MEUNASAH TUHA
2051,LAMPISANG
2052,MEUNASAH BAKTHU
2053,LAMBARIH BAK MEE
2054,LUTHU DAYAH KRUENG
2055,LUTHU LAMWEU
2056,PANTERAWA
2057,LAMBIRAH
2058,KAYEE ADANG
2059,LAM TANJONG
2061,LAMPEUNEURUT UJONG BLANG
2062,LAMPEUNEURUT GAMPONG
2063,LAMREUNG
2064,LAMCOT
2065,LAM BLANG TRIENG
2066,LAM BLANG MANYANG
2067,BAYU
2068,LAGANG
2069,LAMSITEH
2070,LAM KAWE
2071,LHEU BLANG
2072,PAYAROH
2073,LAMSIDAYA
2074,KUTA KARANG
2075,LEU GEU
2076,LAMPEUNEUEN
2077,LAMTHEUN
2078,DEUNONG
2079,TINGKEUM
2080,KANDANG
2081,LAM BHEU
2082,DAROY KAMEU
2083,GEUNDRIENG
2084,GAROT
2085,PASHEU BEUTONG
2086,PASIE ENGKING
2087,JEUMPET AJUN
2088,GUE GAJAH
2089,LEU UE
2090,ULEE LUENG
2091,PUNIE
2092,ULEE TUY
2094,LAMBADEUK
2095,LAMGURON
2096,LAMBARO NEJID
2097,LAMPAGEU
2098,GAMPONG BARO
2099,LAM MANYANG
2100,LAMTEH
2101,LAM LUMPU
2102,LAM TEUNGOH
2103,LAM TUTUI
2104,MEUNASAH TUHA
2105,LAM AWE
2106,PULO BUNTA
2107,BEURADEUN
2108,LAMPISANG
2109,KEUNEU UE
2110,LAM ISEK
2111,LAMKEUMOK
2112,LAM RUKAM
2113,GURAH
2114,RIMA JEUNEU
2115,LAM GEU EU
2116,LAM HASAN
2117,PAYA TIENG
2118,AJUEN
2119,RIMA KEUNEUROM
2121,MEUNASAH KULAM
2122,BEURANDEH
2123,IE SEU UM
2124,MEUNASAH KEUDEE
2125,LAM REH
2126,MEUNASAH MON
2127,PAYA KAMENG
2128,RUYUNG
2129,LADONG
2130,GAMPONG BARO
2131,DURUNG
2132,NEUHEUN
2133,LAM NGA
2135,LAMBARO
2136,MEUNASAH MANYANG LG
2137,BAKOY
2138,MEUNASAH BARO
2139,MEUNASAH DEYAH
2140,MEUNASAH TUTONG
2141,SIRON
2142,PASI LAMGAROT
2143,DHAM CEUKOK
2144,DHAM PULO
2145,LUBUK SUKON
2146,LUBOK GAPUY
2147,PASIE LUBUK
2148,BUENG CUEKOK
2149,TEUBANG PHUI
2150,ATEUK ANGGOK
2151,AJEE RAYEUK
2152,AJEE CUT
2153,GANI
2154,ATEUK LUENG IE
2155,COT ALUE
2156,COT SURUY
2157,COT BADA
2158,AJEE PAGAR AIR
2159,MEUNASAH KRUENG
2160,JURONG PEUJERA
2161,BINEH BLANG
2162,PANTEE
2163,KALUT
2164,MEUNASAH MANYANG PA
2165,MEUNASAH MANYET
2166,SANTAN
2167,TANJONG
2168,REULOH
2169,PALEUH BLANG
2170,COT MONTIWAN
2171,LAMPREH LAMJAMPOK
2172,PALEUH PULO
2173,LAM COT
2174,LAM SINYEU
2175,LAM UE
2176,LAM DAYA
2177,LAM BADA
2178,UJONG XII
2179,BADA
2180,LAM TEUNGOH
2181,COT GUD
2182,KAYEE LEE
2183,LAMPREH LAMTEUNGOH
2184,LUBUK BATEE
2186,KRUENG ANOI
2187,LAMPUUK
2188,COT BEUT
2189,BUENG BAK JOK
2190,LAM NEUHEUN
2191,SEUPEU
2192,COT MANCANG
2193,LAM BAET
2194,COT MASAM
2195,GUE
2196,LAM SABANG
2197,LAM ALUE RAYA
2198,LAM ALUE CUT
2199,LEUPUNG MASJID
2200,COT LAM MEE
2201,LAMPOH TAROM
2202,LAMTEUBEE GEUPULA
2203,LAMTEUBEE MON ARA
2204,ARON
2205,BAK BULOH
2206,LAM SEUNONG
2207,LAM RAYA
2208,LAM ROH
2209,LAMBUNOT TANOH
2210,TUMPOK LAMPOH
2211,PUUK
2212,LAMBUNOT PAYA
2213,LAMPOH KEUDEE
2214,LAM ASAN
2215,LAMBRO DEYAH
2216,LAMBRO BILEU
2217,COT PEUTANO
2218,COT CUT
2219,MEUNASAH BAK TRIENG
2220,BABAH JURONG
2221,LAM GLUMPANG
2222,RABEU
2223,CUCUM
2224,DEYAH
2225,LAM TRIENG
2226,BEURANGONG
2227,COT PREH
2228,COT RAYA
2229,COT YANG
2230,UJONG BLANG
2231,LAM CEU
2232,LEUPUNG ULEE ALUE
2234,ANGAN
2235,LAM PEUDAYA
2236,LAMBADA PEUKAN
2237,LAMBIHEU LA
2238,LAMBARO SUKON
2239,MIRUEK TAMAN
2240,SULEUE
2241,COT
2242,KAMPUNG BLANG
2243,LAMPUJA
2244,TANJUNG DEAH
2245,LIMPOK
2246,LAMPUUK
2247,LAM UJONG
2248,LAM GAWE
2249,BARABUNG
2250,LAMTIMPEUNG
2251,TUNGKOP
2252,TANJONG SELAMAT
2253,LAMKEUNUNG
2254,LAM DURO
2255,LAM KLAT
2256,LAMBIHEU SIEM
2257,LAMBITRA
2258,LI-EUE
2259,KRUENG KALE
2260,LAM ASAN
2261,LAM REH
2262,SIEM
2264,RINON
2265,ALUE RAYA
2266,MELINGGE
2267,LAPENG
2268,ULEE PAYA
2269,GUGOP
2270,SEURAPONG
2271,BLANG SITUNGKOH
2272,PALOH
2273,LAMPUYANG
2274,LHOH
2275,TEUNOM
2276,LAMTENG
2277,PASI JANENG
2278,RABO
2279,ALUE REUYEUENG
2280,DEUDAP
2282,LAMTAMOT
2283,LAMBARO TUNONG
2284,LONBAROH
2285,LON ASAN
2286,PAYA KEUREULEH
2287,PANCA
2288,LAM KUBU
2289,PANCA KUBU
2290,SUKADAMAI
2291,SUKA MULYA
2292,SAREE ACEH
2293,TEULADAN
2295,TEUREUBEH
2296,BARUEH
2297,JANTHO
2298,AWEK
2299,DATA CUT
2300,BUENG
2301,WEU
2302,JALIN
2303,SUKA TANI
2304,CUCUM
2305,JANTHO BARU
2306,JANTHO MAKMUR
2307,BUKET MEUSARA
2309,LAMPAKUK
2310,LAMPOH RAJA
2311,LAM ALING
2312,LAM LEUPUNG
2313,LAM KLENG
2314,IE ALANG LAM KREUMEUH
2315,IE ALANG LAM GHUI
2316,IE ALANG MESJID
2317,IE ALANG DAYAH
2318,LAMTUI
2319,BARIH LHOK
2320,BUENG SIMEK
2321,BANDASAFA
2322,BITHAK
2323,LAM BEUGAK
2324,PAKUK
2325,LAMSIE
2326,SIGAPANG
2327,TUTUI
2328,PASAR LAMPAKUK
2329,MAHENG
